stock_code,corp_code,corp_name
033550,00268011,일레덱스홀딩스
033560,00238001,블루콤
033600,00264787,럭슬
033630,00243988,에스케이브로드밴드
033640,00227333,네패스
033660,00209443,우리금융캐피탈
033720,00257194,블루스톤디앤아이
033780,00244455,케이티앤지
033790,00276083,피노
033830,00204642,티비씨
033850,00244589,지노시스템
033880,00244862,룩소네이트
033920,00121543,무학
034010,00251482,트라이써클
034020,00159616,두산에너빌리티
034120,00130772,SBS
034220,00105873,LG디스플레이
034230,00171265,파라다이스
034300,00217947,신세계건설
034310,00158316,NICE
034510,00240398,무한투자
034590,00145862,인천도시가스
034600,00251190,글로웍스
034660,00211271,제넥셀세인
034730,00181712,SK
034750,00255071,현대에이치씨엔동작방송
034810,00219361,해성산업
034830,00233653,한국토지신탁
034940,00231831,조아제약
034950,00156956,한국기업평가
035000,00140168,HS애드
035010,00134909,소예
035080,00244561,그래디언트
035150,00122551,백산
035200,00356389,프럼파스트
035210,00244729,티브로드도봉강북방송
035250,00255619,강원랜드
035270,00220552,청람디지탈
035290,00249502,골드앤에스
035400,00223346,쓰리디넷
035420,00266961,NAVER
035430,00249034,드림라인
035450,00259439,지아이바이오
035460,00258421,기산텔레콤
035480,00255141,글로앤웰
035500,00255309,써니트렌드
035510,00219486,신세계I&C
035600,00264547,KG이니시스
035610,00249982,솔본
035620,00259590,바른손이앤에이
035710,00259493,씨엘엘씨디
035720,00258801,카카오
035760,00265324,CJ ENM
035780,00259916,그로웰텔레콤
035810,00242378,이지홀딩스
035830,00246383,메카포럼
035870,00261601,호성
035890,00219848,서희건설
035900,00258689,JYP Ent.
035910,00258731,현대멀티캡
035950,00242439,케이알
035960,00265157,바이오시스
036000,00259934,예림당
036010,00138598,아비코전자
036020,00244932,한아시스템
036030,00260958,케이티알파
036060,00277985,한강구조조정기금
036090,00258360,위지트
036120,00260745,서울평가정보
036170,00232821,에이치엠넥스
036180,00257149,지더블유바이텍
036190,00176516,금화피에스시
036200,00260569,유니셈
036210,00255840,태산엘시디
036220,00260657,오상헬스케어
036260,00122339,이매진아시아
036270,00237260,헤쎄나
036280,00188122,남산물산
036360,00260903,쓰리소프트
036420,00203315,콘텐트리중앙
036460,00261285,한국가스공사
036480,00177320,대성미생물
036490,00110051,에스케이머티리얼즈
036500,00267960,에스에스컴텍
036530,00225159,SNT홀딩스
036540,00301246,SFA반도체
036550,00221320,에이스디지텍
036560,00141389,KZ정밀
036570,00261443,엔씨소프트
036580,00260408,팜스코
036590,00325918,케이엔티
036600,00141440,지니웍스
036610,00254009,지디코프
036620,00261009,감성코퍼레이션
036630,00268002,세종텔레콤
036640,00230911,HRS
036660,00259606,플러스프로핏
036670,00265041,삼양케이씨아이
036690,00268118,코맥스
036710,00152127,심텍홀딩스
036720,00260985,한빛네트
036760,00265218,케이엔에스홀딩스
036790,00256292,자강
036800,00264945,나이스정보통신
036810,00223434,에프에스티
036820,00248956,비이티
036830,00247975,솔브레인홀딩스
036840,00165361,휴코드홀딩스
036850,00208693,나리지*온
036880,00247762,맥시스템
036890,00174208,진성티이씨
036900,00154693,이레아이엔씨
036910,00241120,세원텔레콤
036920,00240088,지앤에스티
036930,00252135,주성엔지니어링
037010,00247902,넷컴스토리지
037020,00178471,한와이어리스
037030,00231354,파워넷
037060,00300256,시큐어소프트
037070,00238153,파세코
037110,00246189,제이에스
037120,00253514,한신코퍼레이션
037150,00248691,씨제이인터넷
037220,00265254,넥스텔
037230,00198192,한국팩키지
037240,00260693,평안물산
037250,00260639,대흥멀티미디어통신
037270,00249247,YG PLUS
037320,00261212,시노펙스그린테크
037330,00265421,인지디스플레
037340,00241236,에이치씨코퍼레이션
037350,00216498,성도이엔지
037370,00261054,EG
037380,00164195,에이원마이크로
037400,00155692,우리엔터프라이즈
037440,00236863,희림
037460,00128315,삼지전자
037500,00277727,미래에셋굿라이프혼합형자녀를위한펀드5-1
037510,00297970,미래에셋굿라이프혼합형자녀를위한투자회사10-1
037540,00259536,네스테크
037550,00314000,클라스타
037560,00222532,LG헬로비전
037600,00247939,씨모스
037620,00311030,미래에셋증권
037630,00265227,에스비엠
037640,00248053,지에스엔텍
037650,00246815,성진산업
037700,00265263,토자이홀딩스
037710,00220561,광주신세계
037730,00255266,쓰리알
037750,00260888,엔써커뮤니티
037760,00239596,쎄니트
037830,00261188,글로포스트
037950,00242712,엘컴텍
038010,00148595,제일테크노스
038050,00263955,트래픽아이티에스
038060,00406329,루멘스
038070,00373447,서린바이오
038100,00260921,아이엠아이티
038110,00139153,에코플라스틱
038120,00266989,에이디모터스
038160,00334624,팍스넷
038290,00261373,마크로젠
038320,00261124,어울림정보기술
038340,00215976,무궁화인포메이션테크놀로지
038390,00261355,레드캡투어
038400,00170451,외환신용카드
038410,00261461,트라이콤
038420,00234555,씨엔씨엔터프라이즈
038460,00240857,바이오스마트
038500,00239639,삼표시멘트
038530,00255105,케이바이오
038540,00306162,상상인
038620,00264228,위즈코프
038680,00264635,에스넷
038690,00264556,에이스일렉트로닉스
038710,00334615,콜마파마
038720,00264802,유일엔시스
038810,00264769,포이보스
038830,00271431,케이엠에스
038870,00287812,에코바이오
038880,00252269,아이에이
038920,00265342,에이치에스씨홀딩스
038950,00264732,파인디지털
038960,00244330,현주컴퓨터
038980,00229827,이지클럽
038990,00264644,넥스콘테크놀러지
039000,00275710,써미트테크놀로지
039010,00255044,현대에이치티
039020,00184889,이건홀딩스
039030,00246417,이오테크닉스
039040,00265078,유니텍전자
039060,00264839,아이비진
039110,00268181,에스피컴텍
039130,00269940,하나투어
039200,00263654,오스코텍
039230,00295370,제이앤케이인더스트리
039240,00206039,경남스틸
039290,00243757,인포뱅크
039310,00264671,세중
039340,00263371,한국경제TV
039350,00267094,헤파호프코리아
039390,00270405,윌텍정보통신
039420,00246620,케이엘넷
039440,00298340,에스티아이
039490,00296290,키움증권
039530,00252755,씨앤케이인터내셔널
039560,00268251,다산네트웍스
039570,00350312,HDC랩스
039580,00264185,피코소프트
039610,00217743,화성밸브
039670,00298687,스포츠서울
039740,00261957,한국정보공학
039790,00261735,위노바
039830,00141556,오로라
039840,00115931,디오
039850,00246347,태창파로스
039860,00230425,나노엔텍
039870,00222213,피케이엘
039980,00369213,폴라리스AI
039990,00259855,코아정보시스템
040020,00271413,사라콤
040130,00264529,엔플렉스
040160,00269889,누리플렉스
040180,00269773,대양글로벌
040300,00200275,YTN
040350,00346407,크레오에스지
040420,00287788,정상제이엘에스
040610,00264714,SG&G
040670,00248123,와이즈파워
040740,00262682,아인스엠앤엠
040910,00298377,아이씨디
041020,00269852,폴라리스오피스
041030,00257529,이루넷
041060,00264857,아라온테크
041140,00266943,넥슨지티
041190,00231664,우리기술투자
041310,00263991,모빌링크텔레콤
041320,00269287,보홍
041440,00228536,현대에버다임
041450,00269339,인네트
041460,00361169,한국전자인증
041500,00291152,디비엘
041510,00260930,에스엠
041520,00137289,이엘씨
041550,00138376,쎄라텍
041590,00297448,플래스크
041630,00352295,인젠
041650,00129642,상신브레이크
041800,00287724,코디콤
041830,00269922,인바디
041910,00463342,폴라리스AI파마
041920,00273439,메디아나
041930,00199988,동아화성
041940,00294371,한텔
041960,00187415,코미팜
042000,00260879,카페24
042040,00206686,케이피엠테크
042100,00297165,현대오토넷
042110,00171867,에스씨디
042340,00264848,대국
042370,00103644,비츠로테크
042420,00266952,네오위즈홀딩스
042500,00352499,링네트
042510,00255433,라온시큐어
042520,00349060,한스바이오메드
042570,00288653,퓨쳐비젼
042600,00147994,새로닉스
042660,00111704,한화오션
042670,00344287,에이치디현대인프라코어
042700,00161383,한미반도체
042820,00264741,어울림네트웍스
042870,00268297,에코페트로시스템
042940,00232007,상지건설
042950,00318839,미래에셋새천년코리아벤처펀드일호
042960,00267021,창민테크
043090,00351454,더테크놀로지
043100,00220109,알파AI
043150,00264255,바텍
043200,00266934,파루
043220,00317487,티에스넥스젠
043260,00317210,성호전자
043290,00297961,케이맥
043340,00203209,에쎈테크
043360,00295547,디지아이
043370,00155151,피에이치에이
043580,00222806,에임하이글로벌
043590,00260611,웰킵스하이텍
043610,00223762,KT지니뮤직
043630,00267474,지앤알
043650,00256715,국순당
043680,00264796,스톰이앤에프
043690,00271352,테크메이트
043710,00305570,서울리거
043790,00264130,옥션
043890,00270432,티브로드한빛방송
043910,00418379,자연과환경
044060,00291860,조광아이엘아이
044070,00301015,한서제약
044180,00111218,KD
044340,00293886,위닉스
044370,00268482,조이토토
044380,00269241,주연테크
044440,00267669,솔빛미디어
044450,00160232,KSS해운
044480,00173449,빌리언스
044490,00186799,태웅
044640,00240370,동부씨엔아이
044770,00264103,에이엠에스
044780,00235183,에이치케이
044820,00219574,코스맥스비티아이
044960,00145473,이글벳
044990,00311216,에이치엔에스하이텍
045050,00272412,글라소울
045060,00220969,오공
045100,00216762,한양이엔지
045260,00264981,디에이치패션
045290,00263885,포네이처
045300,00350482,성우테크론
045310,00303837,이레전자산업
045340,00355089,토탈소프트
045380,00295875,더존디지털웨어
045390,00318316,대아티아이
045400,00348140,이롬텍
045470,00264811,에이프로테크놀로지
045510,00147772,정원엔시스
045520,00185222,크린앤사이언스
045660,00256502,에이텍
045710,00369675,온미디어
045760,00347619,한국통신데이타
045820,00318617,LG파워콤
045880,00344746,유티엑스
045890,00455112,금빛
045920,00248406,화림모드
045970,00271501,코아시아
046000,00318477,모디아
046070,00295857,코다코
046110,00277736,한일네트웍스
046120,00297989,오르비텍
046140,00280688,스튜디오에스
046210,00172079,HLB파나진
046240,00268358,에스브이에이치
046310,00360036,백금T&A
046320,00252588,엠트론스토리지테크놀로지
046350,00250775,에듀아크
046390,00301112,삼화네트웍스
046400,00263140,휴스토리
046430,00207436,알에스넷
046440,00405278,KG모빌리언스
046720,00334767,엔하이테크
046810,00252658,코리언일랙트로닉스파워소스
046840,00343127,자유투어
046890,00130763,서울반도체
046940,00363246,우원개발
046970,00296005,우리로
047040,00124540,대우건설
047050,00124504,포스코인터내셔널
047060,00334244,덴소코리아
047080,00348292,한빛소프트
047310,00269612,파워로직스
047370,00325981,에프아이투어
047400,00369833,유니온머티리얼
047420,00330017,레이더스컴퍼니
047440,00324104,디케이씨
047450,00215107,이앤텍
047560,00273420,이스트소프트
047600,00258944,세계투어
047610,00257361,월드텔레콤
047710,00348557,액티투오
047730,00304401,텔라움
047770,00329093,코데즈컴바인
047810,00309503,한국항공우주
047820,00299464,초록뱀미디어
047920,00336817,HLB제약
047940,00329084,비엔디
048130,00345499,에스피코프
048140,00320807,태광이엔시
048150,00384452,모닷텔
048260,00341916,오스템임플란트
048270,00328854,포넷
048410,00313649,현대바이오
048430,00201742,유라테크
048460,00275260,엑큐리스
048470,00109268,대동스틸
048510,00331760,테스텍
048530,00292434,인트론바이오
048540,00309983,하이콤정보통신
048550,00185046,SM C&C
048640,00236368,엠엔에프씨
048760,00275808,브이케이
048770,00108649,TPC
048830,00108490,엔피케이
048870,00475985,시너지이노베이션
048910,00351807,대원미디어
049000,00252393,예당컴퍼니
049070,00226866,인탑스
049080,00377018,기가레인
049120,00350020,파인디앤씨
049130,00352000,하우리
049180,00310156,셀루메드
049370,00330406,씨제이엔터테인먼트
049430,00152783,코메론
049470,00351579,비트플래닛
049480,00335076,오픈베이스
049520,00256380,유아이엘
049550,00261656,잉크테크
049630,00147082,재영솔루텍
049690,00331733,포휴먼
049720,00336297,고려신용정보
049770,00340917,동원F&B
049800,00303217,우진플라임
049830,00135467,승일
049950,00447760,미래컴퍼니
049960,00357430,쎌바이오텍
050050,00262123,유아이에너지
050090,00369569,비케이홀딩스
050110,00330044,캠시스
050120,00175623,ES큐브
050320,00245898,에스에이치엔엘
050470,00334493,씨티앤티
050540,00302078,엠피씨플러스
050600,00296069,세라온홀딩스
050640,00439053,이룸지엔지
050760,00340272,에스폴리텍
050860,00138747,아세아텍
050890,00364403,쏠리드
050960,00577016,수산아이앤티
051160,00389110,지어소프트
051170,00202778,썬코어
051310,00181934,플랜텍
051360,00390365,토비스
051370,00369170,인터플렉스
051380,00297934,피씨디렉트
051390,00296263,YW
051490,00297095,나라엠앤디
051500,00127954,CJ프레시웨이
051530,00300779,굿이엠지
051600,00159218,한전KPS
051630,00347734,진양화학
051710,00314888,디에스
051780,00296324,큐로홀딩스
051810,00347442,모보
051820,00247887,아이피에스
051900,00356370,LG생활건강
051910,00356361,LG화학
051980,00347716,중앙첨단소재
052020,00273110,에스티큐브
052190,00347877,세영디앤씨
052210,00262275,엠씨티티코어
052220,00370006,iMBC
052260,00347062,현대바이오랜드
052270,00291231,우전
052290,00348177,트레이스
052300,00349811,오션인더블유
052310,00347363,에이치원바이오
052330,00305297,코텍
052350,00345657,코아에스앤아이
052400,00349732,코나아이
052420,00350048,오성첨단소재
052460,00405719,아이크래프트
052510,00346966,에코솔루션
052560,00339063,삼성수산
052600,00244783,한네트
052640,00347840,제네시스엔알디
052650,00329677,이디디컴퍼니
052670,00185505,제일바이오
052690,00159209,한전기술
052710,00298447,아모텍
052770,00346911,아이톡시
052790,00348034,액토즈소프트
052810,00355292,아시아미디어홀딩스
052860,00365758,아이앤씨
052880,00350251,모아에스앤에스
052900,00276834,KX하이텍
052960,00302236,태양3C
052970,00362089,올리브나인
053000,00375302,우리금융지주
053030,00216027,바이넥스
053040,00349468,블루젬디앤씨
053050,00351995,지에스이
053060,00133663,세동
053070,00262044,트리니티
053080,00304076,케이엔솔
053110,00352718,소리바다
053160,00352064,프리엠스
053170,00353683,코스모스피엘씨
053200,00348788,디이시스
053210,00349097,케이티스카이라이프
053250,00348052,엔에스아이
053260,00105475,금강철강
053270,00202060,구영테크
053280,00362858,예스24
053290,00363927,NE능률
053300,00306454,한국정보인증
053320,00350738,제네시스디벨롭먼트홀딩스
053330,00356158,영진코퍼레이션
053350,00353610,이니텍
053440,00208301,성우몰드
053450,00351630,세코닉스
053470,00311298,오페스
053580,00323868,웹케시
053590,00355548,한국테크놀로지
053610,00325112,프로텍
053620,00186717,태양
053660,00188715,현진소재
053690,00413523,한미글로벌
053700,00351092,삼보모터스
053740,00218052,국제엘렉트릭코리아
053800,00298270,안랩
053810,00351047,아이팩토리
053870,00351269,지티앤티
053890,00308948,미디어코프
053950,00307028,경남제약
053980,00226547,오상자이엘
054010,00299376,선팩테크
054020,00349787,지케이파워
054040,00303396,한국컴퓨터
054050,00176835,농우바이오
054080,00236021,우주통신
054090,00239514,삼진엘앤디
054120,00359094,더체인지
054150,00350118,뉴젠아이씨티
054170,00300566,엔빅스
054180,00356839,메디콕스
054210,00206659,이랜텍
054220,00201432,비츠로시스
054250,00220446,예일바이오텍
054300,00339072,팬스타엔터프라이즈
054340,00302120,피앤텔
054370,00358730,업필
054410,00357607,케이피티유
054440,00356644,엠텍반도체
054450,00423177,텔레칩스
054530,00267720,신한SIT
054540,00250614,삼영엠텍
054620,00296078,APS
054630,00356927,에이디칩스
054650,00362380,뉴젠비아이티
054670,00207375,대한뉴팜
054780,00353762,키이스트
054790,00234449,제이엠피
054800,00359580,아이디스홀딩스
054920,00363592,한컴위드
054930,00144650,유신
054940,00360577,엑사이엔씨
054950,00361381,제이브이엠
055000,00358545,동서정보기술
055250,00353735,다휘
055490,00256955,테이팩스
055550,00382199,신한지주
055810,00367598,케이티씨텔레콤
055970,00364227,에너윈
056000,00361266,코원플레이
056010,00386557,아이스테이션
056020,00364670,쿨투
056060,00305695,세니콘
056080,00234227,유진로봇
056090,00346610,시지메드텍
056140,00359614,리더컴
056190,00358271,에스에프에이
056200,00335562,엠넷미디어
056340,00361114,씨유전자
056360,00360674,코위버
056500,00350224,슈마일렉트론
056700,00228350,신화인터텍
056710,00361035,미리넷
056730,00318662,CNT85
056810,00351153,위다스
056850,00358095,코어비트
057030,00307222,YBM넷
057050,00412597,현대홈쇼핑
057100,00350057,하이스마텍
057110,00366164,아이티센네트웍스
057330,00301626,플래닛팔이
057500,00307189,에스케이엔펄스
057540,00265005,옴니시스템
057680,00372688,티사이언티픽
057880,00410739,푸른소나무
058110,00270113,멕아이씨에스
058220,00441128,아리온테크놀로지
058370,00372989,비엔씨컴퍼니
058400,00208134,KNN
058420,00359474,제이웨이
058430,00155258,포스코스틸리온
058450,00146427,한주에이알티
058470,00369657,리노공업
058480,00252001,해원에스티
058530,00353018,파나케이아
058550,00370547,네오리소스
058610,00220686,에스피지
058630,00397058,엠게임
058650,00377610,세아홀딩스
058680,00246657,오브제
058690,00225210,퓨쳐인포넷
058730,00353878,다스코
058820,00380429,CMG제약
058850,00372882,KTcs
058860,00372873,KTis
058900,00392600,투미비티
058970,00396925,엠로
059090,00366942,미코
059100,00407285,아이컴포넌트
059120,00404288,아진엑스텍
059180,00341314,엔더블유시
059210,00317681,메타바이오메드
059270,00453442,해성에어로보틱스
059720,00348007,야호커뮤니케이션
060000,00386937,국민은행
060150,00375931,인선이엔티
060230,00363510,제이케이시냅스
060240,00373571,스타코링크
060250,00357740,NHN KCP
060260,00351375,뉴보텍
060280,00356802,큐렉소
060300,00364795,레드로버
060310,00378363,3S
060370,00225742,LS마린솔루션
060380,00178851,동양에스텍
060410,00377814,베스트플로우
060480,00203847,국일신동
060540,00379229,에스에이티
060550,00360540,우수씨엔에스
060560,00288495,HC홈센타
060570,00364467,드림어스컴퍼니
060590,00362292,씨티씨바이오
060660,00363033,한도하이테크
060670,00299686,유퍼트
060720,00378628,KH바텍
060750,00316488,제이콤
060850,00532129,영림원소프트랩
060900,00367695,에이전트AI
060910,00353230,프리젠
060980,00299002,HL홀딩스
061040,00309831,알에프텍
061050,00335924,지앤디윈텍
061090,01010615,세나테크놀로지
061140,00298252,엘앤피아너스
061250,00188973,화일약품
061460,00163619,한진피앤씨
061970,00412348,LB세미콘
062040,00366438,산일전기
062580,00408336,인산가
062730,00372013,케너텍
062860,00261887,티엘아이
062970,00403766,한국첨단소재
063080,00535746,컴투스홀딩스
063160,00390055,종근당바이오
063170,00410915,서울옥션
063280,00336570,사이버패스
063350,00375579,팬택앤큐리텔
063440,00367604,SM Life Design
063510,00390028,코오롱인터내셔널
063570,00363769,NICE인프라
063760,00374020,이엘피
063840,00359030,닉스테크
064060,00367376,사이노젠
064090,00390408,인크레더블버즈
064240,00385336,홈캐스트
064260,00389970,다날
064290,00479787,인텍플러스
064350,00302926,현대로템
064400,00139834,LG씨엔에스
064420,00399773,케이피케미칼
064480,00359076,브리지텍
064510,00127699,유네코
064520,00370255,테크엘
064550,00326731,바이오니아
064720,00368791,모델라인
064760,00245472,티씨케이
064800,00392691,포니링크
064820,00152437,케이프
064850,00331016,에프앤가이드
064900,00386876,교보메리츠퍼스트기업구조조정부동산투자회사
064960,00398792,SNT모티브
065060,00258102,지엔코
065130,00366845,탑엔지니어링
065150,00390860,대산F&B
065160,00389387,라임
065170,00384717,비엘팜텍
065180,00389679,해피드림
065270,00364926,플렉스컴
065310,00307037,더스텔라
065340,00388272,쓰리디월드
065350,00136226,신성델타테크
065370,00374738,위세아이텍
065410,00210537,지엔텍홀딩스
065420,00120906,에스아이리소스
065440,00390514,이루온
065450,00385363,빅텍
065500,00300405,오리엔트정공
065510,00398668,휴비츠
065530,00250137,와이어블
065560,00393469,녹원씨엔아이
065570,00288343,삼영이엔씨
065610,00245296,폴리플러스
065620,00201788,제낙스
065650,00391197,하이퍼코퍼레이션
065660,00631837,안트로젠
065680,00390903,우주일렉트로
065690,00384762,파커스
065710,00220622,서호전기
065770,00303703,CS
065810,00257051,유씨아이콜스
065910,00306986,피더블유제네틱스
065940,00155382,바이오빌
065950,00362159,웰크론
066060,00371519,휴먼텍코리아
066110,00226228,한프
066130,00221728,하츠
066200,00361202,이노블루
066270,00361725,네이트커뮤니케이션즈
066300,00224567,샤인시스템
066310,00411446,큐에스아이
066330,00405074,세이프아시아
066340,00385451,케이에스리소스
066350,00397243,티엔아이
066360,00216434,체리부로
066410,00378220,버킷스튜디오
066430,00370200,아이로보틱스
066480,00371139,휘튼
066570,00401731,LG전자
066590,00301422,우수AMS
066620,00253985,국보디자인
066670,00371740,디티씨
066690,00251385,보광티에스
066700,00249894,테라젠이텍스
066790,00249441,씨씨에스
066830,00393618,제노텍
066850,00397766,아이드림
066900,00303192,디에이피
066910,00306870,손오공
066930,00317089,한국애보트진단
066970,00398701,엘앤에프
066980,00389998,한성크린텍
067000,00397252,조이시티
067010,00400060,이씨에스
067080,00210740,대화제약
067130,00419989,클루넷
067160,00399694,SOOP
067170,00397289,오텍
067250,00109453,케이조선
067280,00425351,멀티캠퍼스
067290,00110431,JW신약
067310,00445054,하나마이크론
067370,00407036,선바이오
067390,00409681,아스트
067570,00146436,엔브이에이치코리아
067630,00365590,HLB생명과학
067730,00238199,로지시스
067770,00406727,세진티에스
067830,00422895,세이브존I&C
067850,00417963,바이나믹
067900,00190756,와이엔텍
067910,00398534,코크렙제1호기업구조조정부동산투자회사
067920,00364847,이글루
067950,00394574,티이씨
067990,00449379,도이치모터스
068050,00397191,팬엔터테인먼트
068060,00175650,케이씨더블류
068100,00426828,케이웨더
068150,00394778,케이엔씨글로벌
068240,00523307,다원시스
068270,00413046,셀트리온
068290,00423690,삼성출판사
068330,00385415,일신바이오
068400,00201450,에스케이렌터카
068420,00407975,엔터미디어
068630,00301486,에피밸리
068760,00541349,셀트리온제약
068770,00238913,선우중공업
068790,00361594,DMS
068870,00423609,LG생명과학
068930,00398808,디지털대성
068940,00308896,셀피글로벌
069080,00405320,웹젠
069110,00402989,유한코스메틱
069140,00410997,누리플랜
069260,00426086,티케이지휴켐스
069330,00400121,유아이디
069410,00415707,엔텔스
069460,00428729,대호에이엘
069470,00428792,제로원인터랙티브
069510,00306719,에스텍
069540,00367482,빛과전자
069620,00427483,대웅제약
069640,00357360,한세엠케이
069730,00151298,DSR제강
069920,00426068,엑시온그룹
069960,00428251,현대백화점
070080,00430089,삼보오토
070300,00683007,엑스큐어
070480,00446479,신비앤텍
070540,00425360,코크렙제2호기업구조조정부동산투자회사
070590,00470829,한솔인티큐브
070960,00365989,모나용평
071050,00432102,한국금융지주
071090,00435312,하이스틸
071200,00435969,인피니트헬스케어
071280,00363486,로체시스템즈
071320,00159698,지역난방공사
071360,00252375,나노하이텍
071460,00300557,위니아
071530,00416706,유에이블
071660,00126593,에스에스씨피
071670,00384887,에이테크솔루션
071840,00158307,롯데하이마트
071850,00302582,캐스텍코리아
071930,00183260,에이스하이텍
071950,00210856,코아스
071970,00406046,HD현대마린엔진
072020,00415327,중앙백신
072130,00416654,유엔젤
072430,00451116,아이레보
072450,00436728,리얼티코리아제1호기업구조조정부동산투자
072470,00359623,우리산업홀딩스
072520,00408956,제넨바이오
072530,00408585,나이스메탈
072710,00459871,농심홀딩스
072770,00583026,멤레이비티
072870,00422284,메가스터디
072950,00359261,빛샘전자
072990,00527464,에이치시티
073010,00328191,케이에스피
073070,00235147,에이팸
073110,00494218,엘엠에스
073130,00441872,인스프리트
073190,00407771,듀오백
073240,00481454,금호타이어
073470,00458915,유레스메리츠제1호
073490,00462121,이노와이어리스
073530,00459589,코크렙제3호CR리츠
073540,00442561,에프알텍
073560,00413417,우리손에프앤지
073570,00440712,리튬포어스
073640,00373021,테라사이언스
073710,00493501,씨디네트웍스
073780,00321222,케이디세코
073930,00453752,제너시스템즈
074000,00447982,에스지피엠
074130,00302801,디아이디
074140,00463050,엑스로드
074150,00418476,엠제이비
074430,00466428,아미노로직스
074600,00468374,원익QnC
074610,00469799,이엔플러스
075130,00490179,플랜티넷
075180,00305668,새론오토모티브
075580,00415628,세진중공업
075970,00472890,동국알앤에스
076080,00487546,웰크론한텍
076090,00475532,테이크시스템즈
076170,00471989,지비에스
076340,00321204,지에이이노더스
076610,00483735,해성옵틱스
076850,00465410,맥쿼리센트럴오피스기업구조조정부동산투자회사
077280,00473400,한컴지엠디
077360,00471068,덕산하이메탈
077500,00414601,유니퀘스트
077960,00451268,케이이엔지
077970,00480455,STX엔진
078000,00361488,텔코웨어
078020,00330424,LS증권
078070,00411385,유비쿼스홀딩스
078130,00104573,국일제지
078140,00442826,대봉엘에스
078150,00255275,HB테크놀러지
078160,00453929,메디포스트
078340,00476498,컴투스
078350,00488989,한양디지텍
078420,00475286,동북아1호선박투자회사
078520,00400857,에이블씨엔씨
078590,00230814,휴림에이텍
078600,00177816,대주전자재료
078610,00450728,도움
078650,00477257,지나인제약
078670,00537443,아구스
078700,00477372,신지소프트
078780,00446460,아이디에스
078860,00543204,스테이지원엔터
078890,00441304,가온그룹
078930,00500254,GS
078940,00501970,퀀타피아
079000,00455875,와토스코리아
079160,00303873,CJ CGV
079170,00202839,한창산업
079190,00479705,케스피온
079340,00480844,하이럭스
079370,00442570,제우스
079430,00300548,현대리바트
079440,00176792,오렌지라이프생명보험
079550,00503668,LIG넥스원
079560,00481223,시노펙스멤브레인
079650,00130408,서산
079660,00503899,사조해표
079810,00445160,디이엔티
079870,00363325,산양전기
079900,00372129,전진건설로봇
079940,00506294,가비아
079950,00409371,인베니아
079960,00178790,동양이엔피
079970,00596260,투비소프트
079980,00362238,휴비스
080000,00455981,에스엔유프리시젼
080010,00454399,이상네트웍스
080030,00502474,동북아2호선박투자회사
080140,00441298,디보스
080160,00456218,모두투어
080180,00502793,아시아퍼시픽1호선박투자회사
080220,00447487,제주반도체
080410,00504357,동북아6호선박투자회사
080420,00480048,모다이노칩
080440,00366793,에스제이케이
080470,00486370,성창오토텍
080520,00529815,오디텍
080530,00308559,코디
080570,00508566,국제개발
080580,00543107,오킨스전자
080720,00532855,한국유니온제약
080960,00505170,동북아3호선박투자회사
080970,00505189,동북아4호선박투자회사
080980,00505198,동북아5호선박투자회사
081000,00508274,일진다이아
081090,00582054,씨모텍
081150,00497631,티플랙스
081180,00406222,쎄크
081190,00505541,아시아퍼시픽2호선박투자회사
081200,00505550,아시아퍼시픽3호선박투자회사
081210,00505569,아시아퍼시픽4호선박투자회사
081220,00481676,세미텍
081500,00535773,엑스씨이
081580,00364306,성우전자
081660,00195229,미스토홀딩스
081930,00510534,아시아퍼시픽8호선박투자회사
081940,00510914,아시아퍼시픽9호선박투자회사
081970,00584362,케이엑스넥스지
082110,00510215,동북아8호선박투자회사
082210,00327396,옵트론텍
082220,00535719,프렉코
082240,00512550,아시아퍼시픽5호선박투자회사
082250,00512541,아시아퍼시픽6호선박투자회사
082260,00512532,아시아퍼시픽7호선박투자회사
082270,00492894,젬백스
082390,00496003,피엘에이
082640,00117267,동양생명
082660,00442455,코스나인
082740,00361008,한화엔진
082800,00533191,비보존 제약
082850,00369107,우리바이오
082920,00154718,비츠로셀
082930,00525527,실리콘화일
083120,00518873,동북아9호선박투자회사
083160,00521956,현대경매부동산일호투자회사
083310,00484682,엘오티베큠
083350,00529310,동북아10호선박투자회사
083360,00529523,동북아11호선박투자회사
083370,00526447,동북아12호선박투자회사
083380,00526465,동북아13호선박투자회사
083390,00526474,동북아14호선박투자회사
083420,00454946,그린케미칼
083450,00540863,GST
083470,00475718,이엠앤아이
083500,00476036,에프엔에스테크
083550,00242934,케이엠
083570,00533580,아시아퍼시픽10호선박투자회사
083580,00533793,아시아퍼시픽11호선박투자회사
083590,00533836,아시아퍼시픽12호선박투자회사
083600,00533757,아시아퍼시픽13호선박투자회사
083610,00533696,아시아퍼시픽14호선박투자회사
083620,00533678,아시아퍼시픽15호선박투자회사
083640,00475976,인콘
083650,00409788,비에이치아이
083660,00406037,CSA 코스믹
083790,00407814,CG인바이츠
083930,00442145,아바코
084010,00113225,대한제강
084110,00228059,휴온스글로벌
084160,00540784,골든브릿지더블유엠경매부동산일호투자회사
084180,00243979,수성웹툰
084240,00538497,동북아15호선박투자회사
084370,00531014,유진테크
084440,00531078,유비온
084450,00446831,세실
084650,00545114,랩지노믹스
084670,00540641,동양고속
084680,00540605,이월드
084690,00539274,대상홀딩스
